"","","values"
"740","2055-03-02","23.5986675997631"
"741","2055-03-09","22.1266314914891"
"742","2055-03-16","22.4349626221507"
"743","2055-03-23","23.7640092584294"
"744","2055-03-30","24.6740100841915"
"745","2055-04-06","20.9127472326287"
"746","2055-04-13","23.5314329302137"
"747","2055-04-20","24.7210186796437"
"748","2055-04-27","24.929717128182"
"749","2055-05-04","26.5985418699853"
"750","2055-05-11","26.3546606270717"
"751","2055-05-18","26.1836015402822"
"752","2055-05-25","25.5894880582311"
"753","2055-06-01","27.0337508408446"
"754","2055-06-08","26.7391671899324"
"755","2055-06-15","26.4775226013168"
"756","2055-06-22","26.7298141989226"
"757","2055-06-29","27.3812895933201"
"758","2055-07-06","27.3173051427558"
"759","2055-07-13","27.4953749121292"
"760","2055-07-20","27.25727550802"
"761","2055-07-27","27.7200332072947"
"762","2055-08-03","27.7904721682127"
"763","2055-08-10","28.3947250116777"
"764","2055-08-17","27.9499166089413"
"765","2055-08-24","27.9259815997902"
"766","2055-08-31","28.5859368003969"
"767","2055-09-07","26.9940452964599"
"768","2055-09-14","26.9113649455478"
"769","2055-09-21","26.8988390283705"
"770","2055-09-28","26.7137333722333"
"771","2055-10-05","25.6076798749866"
"772","2055-10-12","25.7148088402212"
"773","2055-10-19","26.4578218943415"
"774","2055-10-26","24.4150264968507"
"775","2055-11-02","24.0819605444048"
"776","2055-11-09","25.4866197195378"
"777","2055-11-16","25.3731062555595"
"778","2055-11-23","22.1389977821956"
"779","2055-11-30","21.3324080251279"
"780","2055-12-07","22.4053841171367"
"781","2055-12-14","21.2036437921091"
"782","2055-12-21","18.6222249945073"
"783","2055-12-28","19.4298301999672"
"784","2056-01-04","21.4895247198455"
"785","2056-01-11","19.4796650240939"
"786","2056-01-18","20.8014007680046"
"787","2056-01-25","17.542179970255"
"788","2056-02-01","15.1891620084455"
"789","2056-02-08","18.8434499203159"
"790","2056-02-15","19.6819140031143"
"791","2056-02-22","19.6682656598047"
"792","2056-02-29","19.743756658504"
"793","2056-03-07","21.3919330161784"
"794","2056-03-14","22.1272778386731"
"795","2056-03-21","22.1222431637712"
"796","2056-03-28","23.436125285313"
"797","2056-04-04","22.5098571219324"
"798","2056-04-11","23.5404728293034"
"799","2056-04-18","25.0623936099704"
"800","2056-04-25","23.9077856609216"
"801","2056-05-02","24.6484104789998"
"802","2056-05-09","25.0926638296918"
"803","2056-05-16","25.89826782329"
"804","2056-05-23","25.8144107172361"
"805","2056-05-30","26.1406872237858"
"806","2056-06-06","26.7308615726089"
"807","2056-06-13","28.7631849135149"
"808","2056-06-20","28.681032730189"
"809","2056-06-27","28.7108980027578"
"810","2056-07-04","28.9260672043434"
"811","2056-07-11","29.4826735065654"
"812","2056-07-18","29.2044972164918"
"813","2056-07-25","28.1306372979177"
"814","2056-08-01","29.1297281775153"
"815","2056-08-08","28.4419509231675"
"816","2056-08-15","28.2244326920415"
"817","2056-08-22","26.3638293475239"
"818","2056-08-29","26.7727862049857"
"819","2056-09-05","27.1564044605382"
"820","2056-09-12","25.0301120967155"
"821","2056-09-19","25.9804446507026"
"822","2056-09-26","25.661993201785"
"823","2056-10-03","24.1280769118985"
"824","2056-10-10","25.3864241440697"
"825","2056-10-17","25.3701125591137"
"826","2056-10-24","26.3526868597612"
"827","2056-10-31","23.8292443963956"
"828","2056-11-07","21.1562890592568"
"829","2056-11-14","23.5276640652215"
"830","2056-11-21","21.2534769359571"
"831","2056-11-28","20.7585357396817"
"832","2056-12-05","17.7783487342055"
"833","2056-12-12","17.7814986965649"
"834","2056-12-19","18.142948475911"
"835","2056-12-26","20.7264188937337"
"836","2057-01-02","20.5638261709243"
"837","2057-01-09","22.245841660154"
"838","2057-01-16","21.1801462154976"
"839","2057-01-23","20.1166861015268"
"840","2057-01-30","19.1651034202307"
"841","2057-02-06","19.6319632397614"
"842","2057-02-13","21.0629568619452"
"843","2057-02-20","20.6153922421443"
"844","2057-02-27","20.2343739377427"
"845","2057-03-06","22.0925027919147"
"846","2057-03-13","20.1849647842051"
"847","2057-03-20","21.3944517538616"
"848","2057-03-27","22.6467163773516"
"849","2057-04-03","23.5005062816366"
"850","2057-04-10","24.7460587520479"
"851","2057-04-17","24.3777713588179"
"852","2057-04-24","24.8335777453538"
"853","2057-05-01","25.7628048794216"
"854","2057-05-08","26.6418544125198"
"855","2057-05-15","27.7132213576832"
"856","2057-05-22","26.7653375297693"
"857","2057-05-29","26.3680826928577"
"858","2057-06-05","26.9456174256488"
"859","2057-06-12","27.8062001363873"
"860","2057-06-19","28.004111196049"
"861","2057-06-26","27.8411555330532"
"862","2057-07-03","27.2849552981695"
"863","2057-07-10","27.4504218575482"
"864","2057-07-17","29.1863591686528"
"865","2057-07-24","29.2209213801167"
"866","2057-07-31","28.3096631458381"
"867","2057-08-07","29.0769181400079"
"868","2057-08-14","30.1759318298409"
"869","2057-08-21","28.1887766191822"
"870","2057-08-28","28.0596824914568"
"871","2057-09-04","27.8879652955328"
"872","2057-09-11","28.038813430733"
"873","2057-09-18","27.6676555614909"
"874","2057-09-25","26.9798066152544"
"875","2057-10-02","25.4211739866485"
"876","2057-10-09","26.8594303332125"
"877","2057-10-16","26.3493285428503"
"878","2057-10-23","25.7083823345115"
"879","2057-10-30","24.9103776811146"
"880","2057-11-06","21.3553051821716"
"881","2057-11-13","22.2722562004867"
"882","2057-11-20","22.4026077367285"
"883","2057-11-27","20.4936633357963"
"884","2057-12-04","18.6335752767287"
"885","2057-12-11","20.8356263636474"
"886","2057-12-18","20.2599914659066"
"887","2057-12-25","19.7708886778165"
"888","2058-01-01","18.7120851760533"
"889","2058-01-08","17.8019975358947"
"890","2058-01-15","20.2247296984351"
"891","2058-01-22","19.1027578014345"
"892","2058-01-29","21.2136140054731"
"893","2058-02-05","22.2522440818699"
"894","2058-02-12","20.9999615354077"
"895","2058-02-19","20.5046405961593"
"896","2058-02-26","21.277164944148"
"897","2058-03-05","22.9374863558411"
"898","2058-03-12","23.6108479396332"
"899","2058-03-19","25.1358934784799"
"900","2058-03-26","23.9729944745225"
"901","2058-04-02","24.2418866650105"
"902","2058-04-09","23.5544852329854"
"903","2058-04-16","24.4355897468618"
"904","2058-04-23","23.9349462449709"
"905","2058-04-30","25.5524418348427"
"906","2058-05-07","25.9706749505897"
"907","2058-05-14","26.1118161160797"
"908","2058-05-21","27.5445062595982"
"909","2058-05-28","27.8483152003434"
"910","2058-06-04","27.2094928642071"
"911","2058-06-11","27.4116886344039"
"912","2058-06-18","27.3559756354974"
"913","2058-06-25","28.5521144716281"
"914","2058-07-02","27.6496692988226"
"915","2058-07-09","26.8688903019624"
"916","2058-07-16","26.9203594771142"
"917","2058-07-23","27.1887907111616"
"918","2058-07-30","29.0880438249843"
"919","2058-08-06","28.2778582716244"
"920","2058-08-13","27.4533085762538"
"921","2058-08-20","27.0429968541142"
"922","2058-08-27","27.1339912237431"
"923","2058-09-03","27.8421132918787"
"924","2058-09-10","26.8042746267219"
"925","2058-09-17","25.5271250765556"
"926","2058-09-24","26.4076907810811"
"927","2058-10-01","25.0520089278749"
"928","2058-10-08","23.4270008121983"
"929","2058-10-15","24.7814185357734"
"930","2058-10-22","21.912378041763"
"931","2058-10-29","22.4336279208167"
"932","2058-11-05","22.7078068280029"
"933","2058-11-12","20.3482693850655"
"934","2058-11-19","22.2784816328524"
"935","2058-11-26","19.3370026463408"
"936","2058-12-03","21.2540146251224"
"937","2058-12-10","21.9555359986624"
"938","2058-12-17","17.247347638104"
"939","2058-12-24","19.5500883024113"
"940","2058-12-31","20.32859780292"
"941","2059-01-07","19.7914916944221"
"942","2059-01-14","18.5165242661178"
"943","2059-01-21","21.2173996732518"
"944","2059-01-28","23.1538642378626"
"945","2059-02-04","18.3159852506612"
"946","2059-02-11","20.8389001065334"
"947","2059-02-18","19.3572785687043"
"948","2059-02-25","18.9591875131222"
"949","2059-03-04","22.0031030067164"
"950","2059-03-11","22.6775629326469"
"951","2059-03-18","22.0412122863918"
"952","2059-03-25","22.8306307159321"
"953","2059-04-01","23.3854615237233"
"954","2059-04-08","24.1331675960885"
"955","2059-04-15","23.9774757776586"
"956","2059-04-22","24.7728384729386"
"957","2059-04-29","25.1004356785002"
"958","2059-05-06","26.050652853354"
"959","2059-05-13","26.984107568483"
"960","2059-05-20","26.6019477947911"
"961","2059-05-27","25.616660404231"
"962","2059-06-03","25.9962801567102"
"963","2059-06-10","27.3831748659555"
"964","2059-06-17","28.3345284692636"
"965","2059-06-24","28.1454047068024"
"966","2059-07-01","28.0029590849941"
"967","2059-07-08","27.0228827985932"
"968","2059-07-15","29.0779358287717"
"969","2059-07-22","27.7158633158"
"970","2059-07-29","27.6339413306479"
"971","2059-08-05","27.1170808994979"
"972","2059-08-12","27.2671656281021"
"973","2059-08-19","27.2578070361635"
"974","2059-08-26","27.4554565324501"
"975","2059-09-02","27.7851725693783"
"976","2059-09-09","27.4010687132986"
"977","2059-09-16","27.0870873656595"
"978","2059-09-23","27.0123116055685"
"979","2059-09-30","26.4891590910001"
"980","2059-10-07","23.2887866921014"
"981","2059-10-14","24.4698685513282"
"982","2059-10-21","24.1922473132991"
"983","2059-10-28","24.3076650930708"
"984","2059-11-04","25.9011517415311"
"985","2059-11-11","23.4047124761156"
"986","2059-11-18","23.2818241775051"
"987","2059-11-25","19.9445505162212"
"988","2059-12-02","21.8984978200008"
"989","2059-12-09","21.7027940863808"
"990","2059-12-16","21.9490770075656"
"991","2059-12-23","19.1743135875561"
"992","2059-12-30","16.7272577114056"
"993","2060-01-06","20.3184920470789"
"994","2060-01-13","18.4023241282681"
"995","2060-01-20","19.4593190901204"
"996","2060-01-27","18.4307236377689"
"997","2060-02-03","18.324841999379"
"998","2060-02-10","19.984405045312"
"999","2060-02-17","21.916911433537"
"1000","2060-02-24","20.0048086688522"
"1001","2060-03-02","19.1990332868326"
"1002","2060-03-09","20.9041688500724"
"1003","2060-03-16","21.7860474123096"
"1004","2060-03-23","20.886487277931"
"1005","2060-03-30","20.9724150473637"
"1006","2060-04-06","23.3453207871706"
"1007","2060-04-13","22.7336612754552"
"1008","2060-04-20","24.2587919484197"
"1009","2060-04-27","24.9965115647273"
"1010","2060-05-04","24.3886853286854"
"1011","2060-05-11","24.9035669516889"
"1012","2060-05-18","25.8290078578851"
"1013","2060-05-25","26.3025647079868"
"1014","2060-06-01","26.6784704845761"
"1015","2060-06-08","26.6738183531114"
"1016","2060-06-15","27.3186868918917"
"1017","2060-06-22","27.2209271603605"
"1018","2060-06-29","27.2084107647621"
"1019","2060-07-06","28.6219894190155"
"1020","2060-07-13","27.9340295743887"
"1021","2060-07-20","27.2153172700704"
"1022","2060-07-27","28.2351847950665"
"1023","2060-08-03","29.0435377245217"
"1024","2060-08-10","29.5808745912863"
"1025","2060-08-17","27.5598606458215"
"1026","2060-08-24","27.670296399422"
"1027","2060-08-31","27.4361327679833"
"1028","2060-09-07","27.4794038636446"
"1029","2060-09-14","26.4828524451667"
"1030","2060-09-21","26.267777339185"
"1031","2060-09-28","26.812914619495"
"1032","2060-10-05","25.5287734299026"
"1033","2060-10-12","23.3225266872168"
"1034","2060-10-19","22.8896409816256"
"1035","2060-10-26","25.0512528024863"
"1036","2060-11-02","21.7862714494617"
"1037","2060-11-09","20.7866871280365"
"1038","2060-11-16","22.3302980655899"
"1039","2060-11-23","20.0113079866364"
"1040","2060-11-30","21.6738764909656"
"1041","2060-12-07","19.8285653623617"
"1042","2060-12-14","15.2614795208844"
"1043","2060-12-21","16.2377264522619"
"1044","2060-12-28","17.720949855729"
"1045","2061-01-04","18.4169621556974"
"1046","2061-01-11","15.2856772135964"
"1047","2061-01-18","17.4163304605858"
"1048","2061-01-25","19.3082149924739"
"1049","2061-02-01","19.2602676813541"
"1050","2061-02-08","20.8733530998856"
"1051","2061-02-15","20.6942925262066"
"1052","2061-02-22","22.9726030592565"
"1053","2061-03-01","21.7639629500353"
"1054","2061-03-08","21.7002283008956"
"1055","2061-03-15","23.6258001791684"
"1056","2061-03-22","22.9192827771351"
"1057","2061-03-29","23.4910664762303"
"1058","2061-04-05","24.3756284434575"
"1059","2061-04-12","23.257233299591"
"1060","2061-04-19","24.4739454674046"
"1061","2061-04-26","25.1886458264206"
"1062","2061-05-03","25.4065998098076"
"1063","2061-05-10","26.6096585934756"
"1064","2061-05-17","27.2170451566065"
"1065","2061-05-24","27.2955242508227"
"1066","2061-05-31","25.9133550452093"
"1067","2061-06-07","27.5444900169047"
"1068","2061-06-14","29.3697666231766"
"1069","2061-06-21","29.6967874931643"
"1070","2061-06-28","29.2637712859319"
"1071","2061-07-05","28.9086315129765"
"1072","2061-07-12","28.6960286569688"
"1073","2061-07-19","27.4203818360007"
"1074","2061-07-26","27.3095893032354"
"1075","2061-08-02","27.9816548321022"
"1076","2061-08-09","28.5224581137037"
"1077","2061-08-16","28.912146095801"
"1078","2061-08-23","26.8737530283501"
"1079","2061-08-30","27.4327229225274"
"1080","2061-09-06","27.4158137184681"
"1081","2061-09-13","26.3055208782096"
"1082","2061-09-20","26.1898045689327"
"1083","2061-09-27","25.5766680922916"
"1084","2061-10-04","24.5751783348872"
"1085","2061-10-11","21.5517549595084"
"1086","2061-10-18","25.2313786728238"
"1087","2061-10-25","19.8649529165228"
"1088","2061-11-01","24.4355891867689"
"1089","2061-11-08","21.5877073215014"
"1090","2061-11-15","24.323722395859"
"1091","2061-11-22","21.6874027340273"
"1092","2061-11-29","15.807653533116"
"1093","2061-12-06","20.9653696390211"
"1094","2061-12-13","20.2825083198845"
"1095","2061-12-20","22.6756300521166"
"1096","2061-12-27","18.984978670079"
"1097","2062-01-03","22.0418619941331"
"1098","2062-01-10","20.2669595814317"
"1099","2062-01-17","20.7035178160397"
"1100","2062-01-24","18.2077024940929"
"1101","2062-01-31","19.6813992777572"
"1102","2062-02-07","20.474477914271"
"1103","2062-02-14","19.9105853637678"
"1104","2062-02-21","21.2842058717476"
"1105","2062-02-28","21.3741607089903"
"1106","2062-03-07","22.009056794035"
"1107","2062-03-14","20.4396104521873"
"1108","2062-03-21","22.6684171760028"
"1109","2062-03-28","23.9058320569548"
"1110","2062-04-04","23.5072178746224"
"1111","2062-04-11","24.2195636031692"
"1112","2062-04-18","24.2109280911391"
"1113","2062-04-25","26.3476409830016"
"1114","2062-05-02","27.5703987933663"
"1115","2062-05-09","25.8918037913572"
"1116","2062-05-16","25.796525831379"
"1117","2062-05-23","25.8494803728496"
"1118","2062-05-30","27.3382072489595"
"1119","2062-06-06","27.0194735132302"
"1120","2062-06-13","28.4793449642347"
"1121","2062-06-20","28.3511598672542"
"1122","2062-06-27","28.3380929003544"
"1123","2062-07-04","28.8219666613131"
"1124","2062-07-11","29.126067410449"
"1125","2062-07-18","29.4679105784237"
"1126","2062-07-25","29.0760180707491"
"1127","2062-08-01","27.659829383673"
"1128","2062-08-08","28.6867899249066"
"1129","2062-08-15","27.2613176983378"
"1130","2062-08-22","27.8565530464283"
"1131","2062-08-29","28.9124636684642"
"1132","2062-09-05","27.2733070465357"
"1133","2062-09-12","27.4896748468854"
"1134","2062-09-19","26.2391694751327"
"1135","2062-09-26","26.4241955980808"
"1136","2062-10-03","24.0409012555282"
"1137","2062-10-10","25.0080886845652"
"1138","2062-10-17","26.3162903441139"
"1139","2062-10-24","25.9522187699947"
"1140","2062-10-31","25.0336653259488"
"1141","2062-11-07","22.7354619740657"
"1142","2062-11-14","24.1422153364785"
"1143","2062-11-21","25.4657439376994"
"1144","2062-11-28","22.6004011768854"
"1145","2062-12-05","22.030046834821"
"1146","2062-12-12","21.5148229950675"
"1147","2062-12-19","19.2055460468459"
"1148","2062-12-26","19.4447297907717"
"1149","2063-01-02","19.1653991492716"
"1150","2063-01-09","15.6807006404725"
"1151","2063-01-16","20.217265340618"
"1152","2063-01-23","20.1804431543817"
"1153","2063-01-30","19.1370276444148"
"1154","2063-02-06","21.3830673059745"
"1155","2063-02-13","21.5936667097489"
"1156","2063-02-20","19.8165580911916"
"1157","2063-02-27","20.333472851351"
"1158","2063-03-06","21.657900401645"
"1159","2063-03-13","21.0629310976727"
"1160","2063-03-20","22.4832006214754"
"1161","2063-03-27","22.5490580226317"
"1162","2063-04-03","24.4850985969321"
"1163","2063-04-10","23.7375219060223"
"1164","2063-04-17","24.2850591843248"
"1165","2063-04-24","24.4612369599483"
"1166","2063-05-01","25.5459072312071"
"1167","2063-05-08","26.0167918781763"
"1168","2063-05-15","25.2146627008082"
"1169","2063-05-22","26.3496287526342"
"1170","2063-05-29","26.5735813307703"
"1171","2063-06-05","27.6553088740353"
"1172","2063-06-12","28.0409966727808"
"1173","2063-06-19","27.9273728705051"
"1174","2063-06-26","27.8316417953867"
"1175","2063-07-03","27.8202355038773"
"1176","2063-07-10","27.2921166457383"
"1177","2063-07-17","27.9833317501861"
"1178","2063-07-24","29.3907084959749"
"1179","2063-07-31","28.7635752982525"
"1180","2063-08-07","29.5701745768992"
"1181","2063-08-14","28.337738921654"
"1182","2063-08-21","28.3269700158425"
"1183","2063-08-28","27.4879592823928"
"1184","2063-09-04","27.0902194050467"
"1185","2063-09-11","26.7195846625549"
"1186","2063-09-18","26.0793380102237"
"1187","2063-09-25","24.6841113592896"
"1188","2063-10-02","26.0253271335808"
"1189","2063-10-09","25.0842282708201"
"1190","2063-10-16","25.1363180288833"
"1191","2063-10-23","23.167138999221"
"1192","2063-10-30","20.5768214459354"
"1193","2063-11-06","17.2864690056143"
"1194","2063-11-13","20.5084665906253"
"1195","2063-11-20","20.3704513035009"
"1196","2063-11-27","20.6902626579321"
"1197","2063-12-04","17.2714366727972"
"1198","2063-12-11","23.6645882914149"
"1199","2063-12-18","20.3088494880499"
"1200","2063-12-25","19.3622460324606"
"1201","2064-01-01","20.412032598942"
"1202","2064-01-08","18.8342823200494"
"1203","2064-01-15","15.232464469308"
"1204","2064-01-22","16.7838018881466"
"1205","2064-01-29","19.8908605727987"
"1206","2064-02-05","18.1588310297206"
"1207","2064-02-12","19.3297326407532"
"1208","2064-02-19","18.6001181285178"
"1209","2064-02-26","20.0060195896596"
"1210","2064-03-04","22.5865741639469"
"1211","2064-03-11","22.649552687698"
"1212","2064-03-18","23.1018500923382"
"1213","2064-03-25","23.3393137910283"
"1214","2064-04-01","24.2393472038908"
"1215","2064-04-08","24.1103852580852"
"1216","2064-04-15","25.513050502564"
"1217","2064-04-22","25.5008752035298"
"1218","2064-04-29","25.3708922084032"
"1219","2064-05-06","26.6348482106789"
"1220","2064-05-13","26.0935055596336"
"1221","2064-05-20","28.5341836581549"
"1222","2064-05-27","27.3303189008319"
"1223","2064-06-03","27.8410071084399"
"1224","2064-06-10","27.0582683465913"
"1225","2064-06-17","27.412882192332"
"1226","2064-06-24","27.3457404982009"
"1227","2064-07-01","27.7201217019697"
"1228","2064-07-08","28.0490541689583"
"1229","2064-07-15","28.7884899098515"
"1230","2064-07-22","29.2106817620772"
"1231","2064-07-29","28.3054658097923"
"1232","2064-08-05","27.9480839850366"
"1233","2064-08-12","27.9999446651117"
"1234","2064-08-19","27.6796493904318"
"1235","2064-08-26","27.6046182279874"
"1236","2064-09-02","27.8833966179074"
"1237","2064-09-09","26.1470017109195"
"1238","2064-09-16","27.0939244194506"
"1239","2064-09-23","26.1904038683147"
"1240","2064-09-30","24.8595940596485"
"1241","2064-10-07","24.6526453412686"
"1242","2064-10-14","24.71466722638"
"1243","2064-10-21","24.0151487449802"
"1244","2064-10-28","22.1151008593603"
"1245","2064-11-04","22.0264387164855"
"1246","2064-11-11","19.2915348664026"
"1247","2064-11-18","18.4724275935508"
"1248","2064-11-25","21.97487936638"
"1249","2064-12-02","24.6461986722152"
"1250","2064-12-09","20.9752995256978"
"1251","2064-12-16","19.8686204047036"
"1252","2064-12-23","20.0136267711612"
"1253","2064-12-30","19.2918244344218"
"1254","2065-01-06","20.4249746651295"
"1255","2065-01-13","18.2047407229414"
"1256","2065-01-20","20.6963743914431"
"1257","2065-01-27","19.8435814524853"
"1258","2065-02-03","17.042581601679"
"1259","2065-02-10","16.328700658547"
"1260","2065-02-17","22.1603462824249"
"1261","2065-02-24","19.9247433915986"
"1262","2065-03-03","22.863886230706"
"1263","2065-03-10","22.9126423159451"
"1264","2065-03-17","23.2346649170681"
"1265","2065-03-24","23.9202398862102"
"1266","2065-03-31","23.2994542211015"
"1267","2065-04-07","24.0401367287465"
"1268","2065-04-14","24.816371131975"
"1269","2065-04-21","26.0309196609916"
"1270","2065-04-28","25.3231006031043"
"1271","2065-05-05","25.0934922070619"
"1272","2065-05-12","26.6462909082255"
"1273","2065-05-19","26.9720661316471"
"1274","2065-05-26","27.7776802069172"
"1275","2065-06-02","27.4593127719316"
"1276","2065-06-09","27.8508025728253"
"1277","2065-06-16","27.8053812805961"
"1278","2065-06-23","27.6736177502028"
"1279","2065-06-30","28.0770806566007"
"1280","2065-07-07","29.5752647009963"
"1281","2065-07-14","29.0288772933772"
"1282","2065-07-21","28.7252173373382"
"1283","2065-07-28","29.2074377041139"
"1284","2065-08-04","28.7809818647897"
"1285","2065-08-11","28.3274881017569"
"1286","2065-08-18","28.913476316392"
"1287","2065-08-25","28.7858121057903"
"1288","2065-09-01","27.0372777457124"
"1289","2065-09-08","27.278541674596"
"1290","2065-09-15","26.7713764512057"
"1291","2065-09-22","26.2298668924821"
"1292","2065-09-29","25.8923986099962"
"1293","2065-10-06","25.2649797649049"
"1294","2065-10-13","25.8556128297971"
"1295","2065-10-20","24.3802318468414"
"1296","2065-10-27","24.9895574515242"
"1297","2065-11-03","21.9767769610588"
"1298","2065-11-10","21.8547226407472"
"1299","2065-11-17","23.59549747406"
"1300","2065-11-24","22.2196141908434"
"1301","2065-12-01","22.1159757244395"
"1302","2065-12-08","22.8571270298253"
"1303","2065-12-15","17.6935321890475"
"1304","2065-12-22","16.8691393196834"
"1305","2065-12-29","15.4061128654836"
"1306","2066-01-05","16.9769448771175"
"1307","2066-01-12","20.7729178046647"
"1308","2066-01-19","21.4637307624243"
"1309","2066-01-26","23.4522694024977"
"1310","2066-02-02","21.2791454325731"
"1311","2066-02-09","19.5534068527277"
"1312","2066-02-16","19.9793384451158"
"1313","2066-02-23","21.7456137471804"
"1314","2066-03-02","23.2122880863102"
"1315","2066-03-09","22.6931407959295"
"1316","2066-03-16","22.8271435776587"
"1317","2066-03-23","23.518731143872"
"1318","2066-03-30","25.0178427020775"
"1319","2066-04-06","25.3222492619261"
"1320","2066-04-13","24.624455306505"
"1321","2066-04-20","26.7186498675375"
"1322","2066-04-27","25.876326744793"
"1323","2066-05-04","26.8279497527765"
"1324","2066-05-11","26.2424476987617"
"1325","2066-05-18","26.531242229662"
"1326","2066-05-25","26.1961313781097"
"1327","2066-06-01","27.3074245442526"
"1328","2066-06-08","27.0669845119961"
"1329","2066-06-15","26.6959588246738"
"1330","2066-06-22","27.4153012334825"
"1331","2066-06-29","27.8423104445726"
"1332","2066-07-06","28.4542259187344"
"1333","2066-07-13","27.9875716532908"
"1334","2066-07-20","28.155161524779"
"1335","2066-07-27","28.1105697301058"
"1336","2066-08-03","29.9650770237131"
"1337","2066-08-10","27.8647740897269"
"1338","2066-08-17","27.4066931660036"
"1339","2066-08-24","28.9420768992368"
"1340","2066-08-31","27.5436610794417"
"1341","2066-09-07","25.73999565696"
"1342","2066-09-14","26.4001043230161"
"1343","2066-09-21","25.8953542201261"
"1344","2066-09-28","26.8424992855308"
"1345","2066-10-05","23.6323577466121"
"1346","2066-10-12","25.1894786845337"
"1347","2066-10-19","25.1316093280377"
"1348","2066-10-26","22.5792671922292"
"1349","2066-11-02","22.6406477709925"
"1350","2066-11-09","19.0800583571775"
"1351","2066-11-16","20.7198355620174"
"1352","2066-11-23","19.9415131325307"
"1353","2066-11-30","19.5465619576363"
"1354","2066-12-07","19.4223843252151"
"1355","2066-12-14","21.3323755397408"
"1356","2066-12-21","18.2647227497824"
"1357","2066-12-28","18.9218741254298"
"1358","2067-01-04","18.4865548162732"
"1359","2067-01-11","18.3071553864016"
"1360","2067-01-18","18.9802229214315"
"1361","2067-01-25","20.9547189128074"
"1362","2067-02-01","21.5883217433912"
"1363","2067-02-08","20.7895783274851"
"1364","2067-02-15","20.6037159858666"
"1365","2067-02-22","18.6512977356504"
"1366","2067-03-01","20.7862552964257"
"1367","2067-03-08","21.1843810777663"
"1368","2067-03-15","23.3780167691569"
"1369","2067-03-22","22.2036834690461"
"1370","2067-03-29","22.4999378770205"
"1371","2067-04-05","22.8122854337274"
"1372","2067-04-12","23.7782333772201"
"1373","2067-04-19","24.6751521135747"
"1374","2067-04-26","25.6654663377364"
"1375","2067-05-03","26.2621702493593"
"1376","2067-05-10","26.5770365437494"
"1377","2067-05-17","26.1455801951889"
"1378","2067-05-24","26.6461732887206"
"1379","2067-05-31","27.2881595895382"
"1380","2067-06-07","28.5096017417269"
"1381","2067-06-14","27.6919882365871"
"1382","2067-06-21","27.9793203649766"
"1383","2067-06-28","28.7580835875602"
"1384","2067-07-05","28.6140265785349"
"1385","2067-07-12","28.8964724566358"
"1386","2067-07-19","27.7573017875566"
"1387","2067-07-26","28.0829409084084"
"1388","2067-08-02","28.5394950189397"
"1389","2067-08-09","27.702329231438"
"1390","2067-08-16","28.3845313212543"
"1391","2067-08-23","27.4358717647011"
"1392","2067-08-30","27.1261700867611"
"1393","2067-09-06","26.6464326117242"
"1394","2067-09-13","25.3698879618687"
"1395","2067-09-20","25.4744259374386"
"1396","2067-09-27","25.3731678657763"
"1397","2067-10-04","24.7015100845264"
"1398","2067-10-11","26.3774446453536"
"1399","2067-10-18","23.0966277863213"
"1400","2067-10-25","24.7897510375552"
"1401","2067-11-01","23.399305899541"
"1402","2067-11-08","21.1195189616584"
"1403","2067-11-15","23.2362981479073"
"1404","2067-11-22","22.9141674488584"
"1405","2067-11-29","20.4027737035361"
"1406","2067-12-06","21.6583697594787"
"1407","2067-12-13","20.6431958128204"
"1408","2067-12-20","19.5198488877983"
"1409","2067-12-27","21.5902019751907"
"1410","2068-01-03","19.317781938964"
"1411","2068-01-10","21.5243171294832"
"1412","2068-01-17","20.018465413555"
"1413","2068-01-24","20.5018832589091"
"1414","2068-01-31","20.3149203347805"
"1415","2068-02-07","19.778463373931"
"1416","2068-02-14","22.4114499230314"
"1417","2068-02-21","22.3806683385103"
"1418","2068-02-28","23.854733103197"
"1419","2068-03-06","22.2057031639728"
"1420","2068-03-13","24.445873052146"
"1421","2068-03-20","24.8352378606513"
"1422","2068-03-27","24.2526197248776"
"1423","2068-04-03","24.9430563002217"
"1424","2068-04-10","25.2918776653934"
"1425","2068-04-17","26.1850656230716"
"1426","2068-04-24","26.4311715549062"
"1427","2068-05-01","26.7552945043308"
"1428","2068-05-08","27.2133726275897"
"1429","2068-05-15","27.0480993002547"
"1430","2068-05-22","27.4902987903542"
"1431","2068-05-29","27.6088542104418"
"1432","2068-06-05","28.2405818500621"
"1433","2068-06-12","27.9574784229196"
"1434","2068-06-19","28.4072940560068"
"1435","2068-06-26","28.1860680100125"
"1436","2068-07-03","28.9462658338893"
"1437","2068-07-10","30.5298169947442"
"1438","2068-07-17","28.6803415755746"
"1439","2068-07-24","28.6358281939045"
"1440","2068-07-31","28.7280194820188"
"1441","2068-08-07","28.2982893397157"
"1442","2068-08-14","28.0991987244479"
"1443","2068-08-21","28.4451669764867"
"1444","2068-08-28","27.7641102766108"
"1445","2068-09-04","27.0380501137945"
"1446","2068-09-11","28.0107208521306"
"1447","2068-09-18","26.4876059534427"
"1448","2068-09-25","24.4346924780674"
"1449","2068-10-02","25.4918016988673"
"1450","2068-10-09","24.4717062160688"
"1451","2068-10-16","25.8382213857678"
"1452","2068-10-23","21.9285081566257"
"1453","2068-10-30",NA
"1454","2068-11-06",NA
"1455","2068-11-13",NA
"1456","2068-11-20",NA
